location,date,old_cases
Anguilla,2021-04-10,25
Anguilla,2021-04-11,25
Anguilla,2021-04-12,25
Anguilla,2021-04-13,25
Anguilla,2021-04-14,25
Anguilla,2021-04-15,25
Anguilla,2021-04-16,25
Anguilla,2021-04-17,29
Anguilla,2021-04-18,29
Anguilla,2021-04-19,29
Anguilla,2021-04-20,29
Anguilla,2021-04-21,29
Anguilla,2021-04-22,29
Anguilla,2021-04-23,29
Anguilla,2021-04-24,58
Anguilla,2021-04-25,58
Anguilla,2021-04-26,80
Anguilla,2021-04-27,84
Anguilla,2021-04-28,87
Anguilla,2021-04-29,91
Anguilla,2021-04-30,93
Anguilla,2021-05-01,93
Anguilla,2021-05-02,95
Anguilla,2021-05-03,95
Anguilla,2021-05-04,95
Anguilla,2021-05-05,95
Anguilla,2021-05-06,95
Anguilla,2021-05-07,95
Anguilla,2021-05-08,99
Anguilla,2021-05-09,99
Anguilla,2021-05-10,99
Anguilla,2021-05-11,109
Anguilla,2021-05-12,109
Anguilla,2021-05-13,109
Anguilla,2021-05-14,109
Anguilla,2021-05-15,109
Anguilla,2021-05-16,109
Anguilla,2021-05-17,109
Anguilla,2021-05-18,109
Anguilla,2021-05-19,109
Anguilla,2021-05-20,109
Anguilla,2021-05-21,109
Anguilla,2021-05-22,109
Anguilla,2021-05-23,109
Anguilla,2021-05-24,109
Anguilla,2021-05-25,109
Anguilla,2021-05-26,109
Anguilla,2021-05-27,109
Anguilla,2021-05-28,109
Anguilla,2021-05-29,109
Anguilla,2021-05-30,109
Anguilla,2021-05-31,109
Anguilla,2021-06-01,109
Anguilla,2021-06-02,109
Anguilla,2021-06-03,109
Anguilla,2021-06-04,109
Anguilla,2021-06-05,109
Anguilla,2021-06-06,109
Anguilla,2021-06-07,109
Anguilla,2021-06-08,109
Anguilla,2021-06-09,109
Anguilla,2021-06-10,109
Anguilla,2021-06-11,109
Anguilla,2021-06-12,109
Anguilla,2021-06-13,109
Anguilla,2021-06-14,109
Anguilla,2021-06-15,109
Anguilla,2021-06-16,109
Anguilla,2021-06-17,109
Anguilla,2021-06-18,109
Anguilla,2021-06-19,109
Anguilla,2021-06-20,109
Anguilla,2021-06-21,109
Anguilla,2021-06-22,109
Anguilla,2021-06-23,109
Anguilla,2021-06-24,109
Anguilla,2021-06-25,109
Anguilla,2021-06-26,109
Anguilla,2021-06-27,109
Anguilla,2021-06-28,109
Anguilla,2021-06-29,109
Anguilla,2021-06-30,109
Anguilla,2021-07-01,109
Anguilla,2021-07-02,109
Anguilla,2021-07-03,111
Anguilla,2021-07-04,111
Anguilla,2021-07-05,111
Anguilla,2021-07-06,111
Anguilla,2021-07-07,111
Anguilla,2021-07-08,111
Anguilla,2021-07-09,111
Anguilla,2021-07-10,111
Anguilla,2021-07-11,111
Anguilla,2021-07-12,111
Anguilla,2021-07-13,111
Anguilla,2021-07-14,111
Anguilla,2021-07-15,111
Anguilla,2021-07-16,112
Anguilla,2021-07-17,112
Anguilla,2021-07-18,112
Anguilla,2021-07-19,113
Anguilla,2021-07-20,113
Anguilla,2021-07-21,113
Anguilla,2021-07-22,113
Anguilla,2021-07-23,113
Anguilla,2021-07-24,113
Anguilla,2021-07-25,113
Anguilla,2021-07-26,113
Anguilla,2021-07-27,113
Anguilla,2021-07-28,113
Anguilla,2021-07-29,113
Anguilla,2021-07-30,113
Anguilla,2021-07-31,113
Anguilla,2021-08-01,113
Anguilla,2021-08-02,113
Anguilla,2021-08-03,113
Anguilla,2021-08-04,113
Anguilla,2021-08-05,113
Anguilla,2021-08-06,113
Anguilla,2021-08-07,113
Anguilla,2021-08-08,113
Anguilla,2021-08-09,113
Anguilla,2021-08-10,113
Anguilla,2021-08-11,113
Anguilla,2021-08-12,127
Anguilla,2021-08-13,127
Anguilla,2021-08-14,127
Anguilla,2021-08-15,127
Anguilla,2021-08-16,137
Anguilla,2021-08-17,137
Anguilla,2021-08-18,137
Anguilla,2021-08-19,154
Anguilla,2021-08-20,154
Anguilla,2021-08-21,166
Anguilla,2021-08-22,166
Anguilla,2021-08-23,166
Anguilla,2021-08-24,166
Anguilla,2021-08-25,174
Anguilla,2021-08-26,194
Anguilla,2021-08-27,194
Anguilla,2021-08-28,194
Anguilla,2021-08-29,201
Anguilla,2021-08-30,217
Anguilla,2021-08-31,217
Anguilla,2021-09-01,217
Anguilla,2021-09-02,256
Anguilla,2021-09-03,256
Anguilla,2021-09-04,279
Anguilla,2021-09-05,279
Anguilla,2021-09-06,296
Anguilla,2021-09-07,296
Anguilla,2021-09-08,305
Anguilla,2021-09-09,305
Anguilla,2021-09-10,312
Anguilla,2021-09-11,312
Anguilla,2021-09-12,312
Anguilla,2021-09-13,318
Anguilla,2021-09-14,318
Anguilla,2021-09-15,318
Anguilla,2021-09-16,325
Anguilla,2021-09-17,331
Anguilla,2021-09-18,331
Anguilla,2021-09-19,331
Anguilla,2021-09-20,331
Anguilla,2021-09-21,340
Anguilla,2021-09-22,350
Anguilla,2021-09-23,350
Anguilla,2021-09-24,364
Anguilla,2021-09-25,364
Anguilla,2021-09-26,364
Anguilla,2021-09-27,389
Anguilla,2021-09-28,389
Anguilla,2021-09-29,409
Anguilla,2021-09-30,409
Anguilla,2021-10-01,425
Anguilla,2021-10-02,425
Anguilla,2021-10-03,425
Anguilla,2021-10-04,453
Anguilla,2021-10-05,453
Anguilla,2021-10-06,453
Anguilla,2021-10-07,499
Anguilla,2021-10-08,544
Anguilla,2021-10-09,544
Anguilla,2021-10-10,544
Anguilla,2021-10-11,594
Anguilla,2021-10-12,594
Anguilla,2021-10-13,644
Anguilla,2021-10-14,644
Anguilla,2021-10-15,668
Anguilla,2021-10-16,668
Anguilla,2021-10-17,668
Anguilla,2021-10-18,698
Anguilla,2021-10-19,698
Anguilla,2021-10-20,743
Anguilla,2021-10-21,743
Anguilla,2021-10-22,793
Anguilla,2021-10-23,793
Anguilla,2021-10-24,793
Anguilla,2021-10-25,793
Anguilla,2021-10-26,859
Anguilla,2021-10-27,859
Anguilla,2021-10-28,892
Anguilla,2021-10-29,892
Anguilla,2021-10-30,944
Anguilla,2021-10-31,944
Anguilla,2021-11-01,944
Anguilla,2021-11-02,944
Anguilla,2021-11-03,984
Anguilla,2021-11-04,1019
Anguilla,2021-11-05,1019
Anguilla,2021-11-06,1039
Anguilla,2021-11-07,1039
Anguilla,2021-11-08,1039
Anguilla,2021-11-09,1039
Anguilla,2021-11-10,1077
Anguilla,2021-11-11,1109
Anguilla,2021-11-12,1109
Anguilla,2021-11-13,1137
Anguilla,2021-11-14,1137
Anguilla,2021-11-15,1137
Anguilla,2021-11-16,1175
Anguilla,2021-11-17,1175
Anguilla,2021-11-18,1175
Anguilla,2021-11-19,1268
Anguilla,2021-11-20,1268
Anguilla,2021-11-21,1268
Anguilla,2021-11-22,1268
Anguilla,2021-11-23,1334
Anguilla,2021-11-24,1334
Anguilla,2021-11-25,1334
Anguilla,2021-11-26,1334
Anguilla,2021-11-27,1334
Anguilla,2021-11-28,1334
Anguilla,2021-11-29,1386
Anguilla,2021-11-30,1386
Anguilla,2021-12-01,1386
Anguilla,2021-12-02,1414
Anguilla,2021-12-03,1414
Anguilla,2021-12-04,1414
Anguilla,2021-12-05,1414
Anguilla,2021-12-06,1469
Anguilla,2021-12-07,1469
Anguilla,2021-12-08,1469
Anguilla,2021-12-09,1469
Anguilla,2021-12-10,1523
Anguilla,2021-12-11,1523
Anguilla,2021-12-12,1523
Anguilla,2021-12-13,1523
Anguilla,2021-12-14,1592
Anguilla,2021-12-15,1592
Anguilla,2021-12-16,1592
Anguilla,2021-12-17,1592
Anguilla,2021-12-18,1592
Anguilla,2021-12-19,1592
Anguilla,2021-12-20,1629
Anguilla,2021-12-21,1629
Anguilla,2021-12-22,1629
Anguilla,2021-12-23,1629
Anguilla,2021-12-24,1646
Anguilla,2021-12-25,1646
Anguilla,2021-12-26,1646
Anguilla,2021-12-27,1646
Anguilla,2021-12-28,1674
Anguilla,2021-12-29,1674
Anguilla,2021-12-30,1674
Anguilla,2021-12-31,1674
Anguilla,2022-01-01,1674
Anguilla,2022-01-02,1674
Anguilla,2022-01-03,1674
Anguilla,2022-01-04,1777
